"Year","Plot","SpeciesID","Onset","Peak","End","Duration","Onset_Temp","Peak_Temp","End_Temp","Snowmelt"
1996,"Art1","Thomisidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","Thysanoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","Tipulidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","Tipuloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","Tortricidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","Trichoceridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","Triopsidae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art1","TriopsidaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Acari",171,197,231,60,-0.615138888888889,1.9525,5.67361111111111,170
1996,"Art2","Agromyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","ANMU",175,189,205,30,-0.288472222222222,1.90083333333333,4.23652777777778,170
1996,"Art2","Aphidoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Apidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Aranea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Braconidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Calliphoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Ceraphronidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Ceraphronoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Chalcidoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","CHCE",178,191,207,29,-0.288472222222222,1.29527777777778,2.71652777777778,170
1996,"Art2","Coccinellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Coccoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Coleoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Collembola",162,180,204,42,-0.778333333333333,1.90083333333333,5.69972222222222,170
1996,"Art2","Copepoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Culicidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Cynipoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Dictynidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Diptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Empididae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Ephydridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Faniidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Geometridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Gracilariidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Heleomyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Hemiptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Ichneumonidae",185,199,220,35,1.63222222222222,2.80319444444444,5.7325,170
1996,"Art2","Latridiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Linyphiidae",166,185,224,58,-1.48875,2.18222222222222,6.23555555555556,170
1996,"Art2","Lycaenidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Lycosidae",192,205,222,30,-0.241527777777778,2.59861111111111,6.18152777777778,170
1996,"Art2","Lygaeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Megaspilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","MYSC",183,199,216,34,-1.77333333333333,0.314305555555556,2.80319444444444,170
1996,"Art2","Nematoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Noctuidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Notostraca",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Nymphalidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Ostracoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Phoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Pieridae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","PieridaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Piophilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Platygastridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Plutellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Psocoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Psylloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Scathophagidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Scelionidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Syrphidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Tachinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Tardigrada",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Tenthredinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Thomisidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Thysanoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Tipulidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Tipuloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Tortricidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Trichoceridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","Triopsidae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art2","TriopsidaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Acari",185,204,231,46,-0.241527777777778,2.9175,NA,170
1996,"Art3","Agromyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","ANMU",188,205,228,39,0.0940277777777778,2.71652777777778,5.78416666666667,170
1996,"Art3","Aphidoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Apidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Aranea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Braconidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Calliphoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Ceraphronidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Ceraphronoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Chalcidoidea",NA,NA,NA,NA,5.75513888888889,6.15069444444444,NA,170
1996,"Art3","CHCE",189,197,207,18,0.993611111111111,2.59861111111111,5.04291666666667,170
1996,"Art3","Coccinellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Coccoidea",195,208,226,31,1.45930555555556,2.9175,6.15069444444444,170
1996,"Art3","Coleoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Collembola",184,197,218,34,-0.247222222222222,2.18222222222222,6.23555555555556,170
1996,"Art3","Copepoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Culicidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Cynipoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Dictynidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Diptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Empididae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Ephydridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Faniidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Geometridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Gracilariidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Heleomyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Hemiptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Ichneumonidae",208,225,235,27,2.73388888888889,5.8675,NA,170
1996,"Art3","Latridiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Linyphiidae",179,200,233,54,-0.214583333333333,2.9175,NA,170
1996,"Art3","Lycaenidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Lycosidae",183,204,231,47,-0.367222222222222,2.03402777777778,6.18152777777778,170
1996,"Art3","Lygaeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Megaspilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","MYSC",NA,NA,NA,NA,1.9525,2.9175,5.67361111111111,170
1996,"Art3","Nematoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Noctuidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Notostraca",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Nymphalidae",204,217,229,25,2.18222222222222,3.91041666666667,6.02361111111111,170
1996,"Art3","Ostracoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Phoridae",NA,NA,NA,NA,5.78416666666667,6.15069444444444,NA,170
1996,"Art3","Pieridae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","PieridaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Piophilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Platygastridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Plutellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Psocoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Psylloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Scathophagidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Scelionidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Syrphidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Tachinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Tardigrada",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Tenthredinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Thomisidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Thysanoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Tipulidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Tipuloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Tortricidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Trichoceridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","Triopsidae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art3","TriopsidaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Acari",184,202,231,47,-0.0877777777777778,3.32166666666667,NA,170
1996,"Art4","Agromyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","ANMU",188,206,228,40,0.494583333333333,2.72694444444444,6.02361111111111,170
1996,"Art4","Aphidoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Apidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Aranea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Braconidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Calliphoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Ceraphronidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Ceraphronoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Chalcidoidea",NA,NA,NA,NA,5.46166666666667,6.23555555555556,NA,170
1996,"Art4","CHCE",188,200,218,30,0.0940277777777778,2.03402777777778,5.04291666666667,170
1996,"Art4","Coccinellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Coccoidea",NA,NA,NA,NA,1.9525,4.23652777777778,6.15069444444444,170
1996,"Art4","Coleoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Collembola",184,201,228,44,-0.241527777777778,2.40013888888889,6.18152777777778,170
1996,"Art4","Copepoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Culicidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Cynipoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Dictynidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Diptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Empididae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Ephydridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Faniidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Geometridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Gracilariidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Heleomyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Hemiptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Ichneumonidae",212,226,236,24,2.71652777777778,5.69972222222222,NA,170
1996,"Art4","Latridiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Linyphiidae",179,199,233,55,-0.247222222222222,2.59861111111111,NA,170
1996,"Art4","Lycaenidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Lycosidae",183,202,230,47,-0.241527777777778,2.59861111111111,5.95541666666667,170
1996,"Art4","Lygaeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Megaspilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","MYSC",NA,NA,NA,NA,1.86680555555556,2.80319444444444,5.67361111111111,170
1996,"Art4","Nematoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Noctuidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Notostraca",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Nymphalidae",199,212,224,25,3.91041666666667,5.69972222222222,5.91430555555556,170
1996,"Art4","Ostracoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Phoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Pieridae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","PieridaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Piophilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Platygastridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Plutellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Psocoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Psylloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Scathophagidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Scelionidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Syrphidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Tachinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Tardigrada",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Tenthredinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Thomisidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Thysanoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Tipulidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Tipuloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Tortricidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Trichoceridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","Triopsidae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art4","TriopsidaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Acari",190,213,231,41,-0.180138888888889,2.9175,6.01847222222222,170
1996,"Art5","Agromyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","ANMU",177,196,223,47,-0.252638888888889,2.40013888888889,5.78416666666667,170
1996,"Art5","Aphidoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Apidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Aranea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Braconidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Calliphoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Ceraphronidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Ceraphronoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Chalcidoidea",NA,NA,NA,NA,2.59861111111111,5.7325,NA,170
1996,"Art5","CHCE",181,193,212,31,-0.615138888888889,1.29527777777778,3.32166666666667,170
1996,"Art5","Coccinellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Coccoidea",NA,NA,NA,NA,2.80319444444444,5.67361111111111,NA,170
1996,"Art5","Coleoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Collembola",183,191,200,18,-0.615138888888889,1.9525,4.80486111111111,170
1996,"Art5","Copepoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Culicidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Cynipoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Dictynidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Diptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Empididae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Enchytraeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Ephydridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Faniidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Geometridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Gracilariidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Heleomyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Hemiptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Hymenoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Ichneumonidae",198,224,236,38,1.90083333333333,5.27125,NA,170
1996,"Art5","Latridiidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Lepidoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Linyphiidae",169,183,208,40,-2.2275,1.79083333333333,NA,170
1996,"Art5","Lycaenidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Lycosidae",175,193,220,45,-1.48875,1.79083333333333,6.0625,170
1996,"Art5","Lygaeidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Megaspilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","MYSC",NA,NA,NA,NA,-0.180138888888889,2.00375,3.54569444444444,170
1996,"Art5","Nematoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Noctuidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Notostraca",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Nymphalidae",198,214,229,31,2.59861111111111,4.59638888888889,5.69972222222222,170
1996,"Art5","Ostracoda",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Phoridae",NA,NA,NA,NA,2.18222222222222,4.23652777777778,6.02361111111111,170
1996,"Art5","Pieridae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","PieridaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Piophilidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Platygastridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Plutellidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Psocoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Psylloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Scathophagidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Scelionidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Siphonaptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Syrphidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Tachinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Tardigrada",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Tenthredinidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Thomisidae",NA,NA,NA,NA,-0.367222222222222,2.71652777777778,5.91430555555556,170
1996,"Art5","Thysanoptera",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Tipulidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Tipuloidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Tortricidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Trichoceridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","Triopsidae ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art5","TriopsidaeÂ ",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","Acari",197,216,235,38,2.59861111111111,5.27125,NA,170
1996,"Art6","Agromyzidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","ANMU",194,213,230,35,1.63222222222222,2.80319444444444,5.8675,170
1996,"Art6","Aphidoidea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","Apidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","Aranea",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","Braconidae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","Calliphoridae",NA,NA,NA,NA,NA,NA,NA,170
1996,"Art6","Cecidomyiidae",NA,NA,NA,NA,NA,NA,NA,170
